epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
173,15128.3,0.66045,0.36226,0.9017,0.96241,0.95546,0.97305,0.82085,0.65666,0.34856,0.92481,0.001486,0.001486,0.001486
174,15212.2,0.6584,0.36113,0.90248,0.96226,0.95566,0.97321,0.8211,0.65552,0.34796,0.9244,0.0014365,0.0014365,0.0014365
175,15296.1,0.65646,0.36113,0.90059,0.96226,0.95624,0.97323,0.82146,0.65465,0.34747,0.92396,0.001387,0.001387,0.001387
176,15380.1,0.65495,0.3604,0.90204,0.96268,0.95626,0.97331,0.82208,0.65352,0.34665,0.92343,0.0013375,0.0013375,0.0013375
177,15464.1,0.64973,0.35724,0.9002,0.96305,0.95649,0.97333,0.82272,0.65207,0.34581,0.92297,0.001288,0.001288,0.001288
178,15548.1,0.64361,0.35484,0.89693,0.96305,0.95661,0.97343,0.82311,0.65092,0.34538,0.92256,0.0012385,0.0012385,0.0012385
179,15632,0.64966,0.35803,0.89931,0.9629,0.95651,0.97356,0.82344,0.64978,0.34485,0.92213,0.001189,0.001189,0.001189
180,15716,0.64411,0.35468,0.89856,0.96256,0.9567,0.97362,0.82388,0.64866,0.34406,0.92172,0.0011395,0.0011395,0.0011395
181,15800,0.63712,0.35183,0.89621,0.96235,0.95689,0.9737,0.82445,0.64745,0.34314,0.92132,0.00109,0.00109,0.00109
182,15884,0.63348,0.35069,0.89555,0.96232,0.95689,0.97369,0.82488,0.6462,0.3424,0.92087,0.0010405,0.0010405,0.0010405
183,15967.9,0.63048,0.34965,0.89392,0.96233,0.95705,0.97381,0.82519,0.64544,0.34189,0.92044,0.000991,0.000991,0.000991
184,16051.8,0.63153,0.34898,0.89497,0.96256,0.9567,0.97392,0.82568,0.6448,0.34137,0.9201,0.0009415,0.0009415,0.0009415
185,16135.8,0.62795,0.34833,0.89291,0.96259,0.95665,0.97391,0.82558,0.64391,0.34067,0.91966,0.000892,0.000892,0.000892
186,16219.7,0.62578,0.34646,0.89291,0.96262,0.95641,0.97392,0.82593,0.64318,0.34021,0.91934,0.0008425,0.0008425,0.0008425
187,16303.7,0.61769,0.34278,0.89049,0.96312,0.95623,0.97408,0.82627,0.64243,0.33982,0.91902,0.000793,0.000793,0.000793
188,16387.7,0.61496,0.34198,0.89088,0.9636,0.95589,0.97415,0.82652,0.64151,0.33929,0.91869,0.0007435,0.0007435,0.0007435
189,16471.7,0.61453,0.34148,0.88849,0.9637,0.95564,0.97418,0.82667,0.64056,0.33862,0.91833,0.000694,0.000694,0.000694
190,16555.6,0.61073,0.34096,0.88897,0.9637,0.95538,0.97418,0.82704,0.63978,0.33805,0.91802,0.0006445,0.0006445,0.0006445
191,16640.2,0.53935,0.30114,0.87189,0.96391,0.95524,0.97413,0.82754,0.63868,0.33726,0.91766,0.000595,0.000595,0.000595
192,16723.4,0.52129,0.29469,0.86725,0.96386,0.95514,0.97431,0.82796,0.6372,0.33619,0.91726,0.0005455,0.0005455,0.0005455
193,16806.6,0.51138,0.28961,0.86298,0.96394,0.95531,0.97443,0.82857,0.63575,0.33541,0.91676,0.000496,0.000496,0.000496
194,16889.9,0.50726,0.28694,0.86114,0.96375,0.95501,0.97466,0.82947,0.63435,0.33481,0.91631,0.0004465,0.0004465,0.0004465
195,16973,0.5015,0.28471,0.85936,0.96296,0.95583,0.97472,0.8301,0.63279,0.33401,0.91578,0.000397,0.000397,0.000397
196,17056.3,0.4965,0.28334,0.85803,0.96307,0.95598,0.9748,0.83077,0.63128,0.33339,0.91523,0.0003475,0.0003475,0.0003475
197,17139.5,0.49186,0.28177,0.8566,0.96321,0.956,0.975,0.8312,0.62983,0.33258,0.91472,0.000298,0.000298,0.000298
198,17222.7,0.48653,0.2789,0.85435,0.96286,0.9561,0.97503,0.83172,0.62833,0.33167,0.91429,0.0002485,0.0002485,0.0002485
199,17305.9,0.48289,0.2781,0.8551,0.9627,0.95605,0.97507,0.83265,0.62704,0.33089,0.9139,0.000199,0.000199,0.000199
200,17389.1,0.47688,0.27533,0.85139,0.96284,0.9564,0.97506,0.83295,0.62571,0.32985,0.91357,0.0001495,0.0001495,0.0001495
